name,year
Maruti SX4 Vxi BSIII,2009
Tata Indigo Grand Dicor,2007
Hyundai Creta 1.6 Gamma SX Plus,2015
Hyundai i20 1.4 Asta Option,2018
Chevrolet Beat Diesel LT,2014
Maruti Alto 800 LXI,2014
Tata Indica Vista Quadrajet LS,2012
Hyundai Creta 1.6 SX,2018
Tata Indigo CR4,2013
Hyundai i20 Sportz 1.4 CRDi,2014
Tata Tiago 1.2 Revotron XT,2017
Maruti 800 Std,2002
Hyundai Verna VTVT 1.6 SX Option,2018
Honda City i DTEC VX,2014
Hyundai i20 1.2 Asta,2010
Mahindra Bolero SLE,2009
Maruti Wagon R VXI,2005
Mahindra Xylo E4 BS III,2014
Hyundai Santro Sportz BSIV,2019
Ford EcoSport 1.5 Diesel Titanium BSIV,2018
Maruti Swift Dzire VXI 1.2 BS IV,2017
Maruti Swift Star VDI,2013
Hyundai Grand i10 AT Asta,2015
Maruti Alto LX,2006
Hyundai i10 Asta,2012
Tata Aria Prestige 4x2,2013
Mahindra Scorpio 2.6 DX,2006
Volkswagen Polo Diesel Trendline 1.2L,2010
Mahindra Bolero 2011-2019 ZLX,2013
Maruti 800 AC BSIII,2013
Mahindra XUV500 W11 Option BSIV,2018
Mahindra XUV500 W11 Option BSIV,2018
Tata Indica GLS BS IV,2007
Chevrolet Tavera B1-10 seats BSII,2010
Hyundai i20 Magna 1.2,2015
Tata Sumo CX,2012
Toyota Corolla Altis 1.8 Sport,2010
Renault KWID 1.0 RXT Optional,2016
Renault Duster 85PS Diesel RxS,2017
Tata Indigo TDI,2010
Hyundai Verna 1.6 Xi ABS,2008
Maruti Ertiga VDI,2013
Hyundai i20 Asta 1.2,2015
Mahindra Bolero 2011-2019 Camper,2006
Ford Ecosport 1.5 DV5 MT Trend,2016
Ford EcoSport 1.5 TDCi Titanium BE BSIV,2018
Mahindra Marazzo M8,2019
Isuzu MUX 2WD,2019
Tata Nexon 1.5 Revotorq XZ Plus,2017
Ford EcoSport 1.5 Diesel Titanium BSIV,2019
Ford Aspire Trend Plus,2018
Nissan Kicks XL BSIV,2019
Datsun GO T Option BSIV,2018
Honda City i-VTEC CVT ZX,2019
Honda City i VTEC V,2017
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018
Ford Figo Diesel Titanium,2012
Chevrolet Captiva LT,2011
Ford Figo 1.5D Trend MT,2017
MG Hector Smart DCT,2019
Maruti Ertiga VDI,2014
Maruti Swift VDI,2011
Maruti Swift Dzire LDI,2018
Hyundai Verna 1.6 Xi ABS,2008
Maruti Baleno Sigma 1.3,2015
Tata Sumo SE,2002
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017
Lexus ES 300h,2019
Jaguar XF 2.0 Diesel Portfolio,2017
Tata Safari Storme EX,2015
Volvo XC40 D4 Inscription BSIV,2019
Toyota Camry 2.5 Hybrid,2016
Maruti Wagon R LXI,2013
Maruti Baleno Alpha 1.3,2018
Honda Jazz VX,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Maruti Swift AMT VVT VXI,2019
Toyota Etios VX,2017
Maruti Swift AMT ZXI,2018
Hyundai Grand i10 1.2 CRDi Sportz,2017
BMW X4 M Sport X xDrive20d,2019
BMW X4 M Sport X xDrive20d,2019
Honda Amaze V CVT Petrol BSIV,2019
Skoda Rapid 1.6 MPI AT Elegance,2016
Volvo V40 D3 R-Design,2018
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017
Lexus ES 300h,2019
Jaguar XF 2.0 Diesel Portfolio,2017
Tata Safari Storme EX,2015
Volvo XC40 D4 Inscription BSIV,2019
Toyota Camry 2.5 Hybrid,2016
Maruti Wagon R LXI,2013
Maruti Baleno Alpha 1.3,2018
Honda Jazz VX,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Maruti Swift AMT VVT VXI,2019
Toyota Etios VX,2017
Maruti Swift AMT ZXI,2018
Hyundai Grand i10 1.2 CRDi Sportz,2017
BMW X4 M Sport X xDrive20d,2019
BMW X4 M Sport X xDrive20d,2019
Honda Amaze V CVT Petrol BSIV,2019
Skoda Rapid 1.6 MPI AT Elegance,2016
Volvo V40 D3 R-Design,2018
Mitsubishi Lancer 2.0 LXd,1999
Maruti Swift VDI BSIV,2009
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017
Lexus ES 300h,2019
Jaguar XF 2.0 Diesel Portfolio,2017
Tata Safari Storme EX,2015
Volvo XC40 D4 Inscription BSIV,2019
Toyota Camry 2.5 Hybrid,2016
Maruti Wagon R LXI,2013
Maruti Baleno Alpha 1.3,2018
Honda Jazz VX,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Maruti Swift AMT VVT VXI,2019
Toyota Etios VX,2017
Maruti Swift AMT ZXI,2018
Hyundai Grand i10 1.2 CRDi Sportz,2017
BMW X4 M Sport X xDrive20d,2019
BMW X4 M Sport X xDrive20d,2019
Honda Amaze V CVT Petrol BSIV,2019
Skoda Rapid 1.6 MPI AT Elegance,2016
Volvo V40 D3 R-Design,2018
Ford Fiesta 1.5 TDCi Titanium,2015
Hyundai Xcent 1.1 CRDi S,2016
Maruti Ignis 1.2 Zeta BSIV,2017
Tata Indica Vista TDI LS,2015
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008
Maruti Alto 800 LXI,2017
Maruti Ciaz RS ZDi Plus SHVS,2016
Maruti Swift Dzire VXI,2016
Tata Indica Vista Quadrajet 90 VX,2013
Hyundai Creta 1.6 CRDi SX Option,2016
Hyundai Santro Xing GL Plus,2012
Maruti 800 DX,1998
Ford Ikon 1.3 Flair,2005
Toyota Innova 2.5 G (Diesel) 7 Seater,2012
Maruti Baleno Sigma 1.2,2019
Tata Indigo CS LS (TDI) BS-III,2016
Tata Tigor 2017-2020 XZ Plus,2019
Maruti Zen LX - BS III,2006
Maruti Swift VDI,2013
Honda City i VTEC CVT SV,2016
Hyundai Grand i10 1.2 Kappa Asta,2017
Mahindra KUV 100 G80 K8 Dual Tone,2018
Renault Duster 110PS Diesel RxZ,2018
Mahindra Scorpio VLX 2WD ABS AT BSIII,2014
Mahindra XUV500 W8 2WD,2014
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,2006
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015
Toyota Corolla Altis 1.8 J,2010
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015
Maruti Swift Dzire ZXi,2011
Maruti Swift Dzire LDi,2012
Hyundai Santro GLS I - Euro II,2001
Maruti Swift Dzire ZDi,2010
Hyundai Santro Xing XS,2007
Audi A4 1.8 TFSI,2010
Maruti SX4 Vxi BSIII,2007
Maruti Zen Estilo 1.1 LXI BSIII,2007
Maruti Alto 800 LXI,2018
Maruti Swift Dzire VDI,2015
Hyundai i10 Magna,2012
Hyundai i20 Active 1.2 SX Dual Tone,2016
Maruti Eeco 7 Seater Standard BSIV,2011
Toyota Glanza G Smart Hybrid,2019
Maruti 800 AC,2013
Hyundai Grand i10 Asta,2014
Toyota Innova 2.5 G (Diesel) 8 Seater,2012
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017
Lexus ES 300h,2019
Jaguar XF 2.0 Diesel Portfolio,2017
Tata Safari Storme EX,2015
Volvo XC40 D4 Inscription BSIV,2019
Toyota Camry 2.5 Hybrid,2016
Maruti Wagon R LXI,2013
Maruti Baleno Alpha 1.3,2018
Honda Jazz VX,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Maruti Swift AMT VVT VXI,2019
Toyota Etios VX,2017
Maruti Swift AMT ZXI,2018
Hyundai Grand i10 1.2 CRDi Sportz,2017
BMW X4 M Sport X xDrive20d,2019
BMW X4 M Sport X xDrive20d,2019
Honda Amaze V CVT Petrol BSIV,2019
Skoda Rapid 1.6 MPI AT Elegance,2016
Volvo V40 D3 R-Design,2018
Maruti Wagon R LX BSIII,2008
Hyundai i10 Era 1.1,2008
Mahindra Scorpio M2DI,2012
Nissan Terrano XL 110 PS,2015
Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015
Hyundai Accent CRDi,2006
Honda City i VTEC V,2017
Maruti Swift Dzire LDI,2018
Maruti Ertiga ZDI,2014
Hyundai Verna 1.4 CRDi,2016
Ford Figo 1.5D Base MT,2017
Maruti Swift Vdi BSIII,2011
Ford Figo Diesel Titanium,2011
Tata Sumo MKII Turbo 2.0 LX,2010
Mahindra TUV 300 mHAWK100 T8,2017
Chevrolet Beat Diesel LT Option,2011
Toyota Corolla Altis JS MT,2015
Jaguar XF 2.2 Litre Luxury,2013
Volkswagen Ameo 1.5 TDI Comfortline AT,2017
Honda City 1.5 GXI,2004
Hyundai Santro GS zipPlus,2001
Maruti Wagon R LXI,2005
Honda City Corporate Edition,2012
Hyundai Grand i10 1.2 Kappa Sportz AT,2017
Maruti Celerio ZXI Optional,2018
Toyota Fortuner 2.8 4WD AT BSIV,2016
Maruti Ritz VDi,2010
Hyundai Santro LE,2002
Maruti Swift Dzire AMT ZXI Plus,2019
Maruti Gypsy King ST BSIII,2010
Mahindra Scorpio VLS 2.2 mHawk,2008
Toyota Etios VD,2015
Hyundai EON Era Plus,2012
Opel Astra 1.6,1998
Skoda Octavia Classic 1.9 TDI MT,2006
Tata Indigo LS,2005
Mercedes-Benz M-Class ML 250 CDI,2015
Tata Sumo Gold EX,2018
Mercedes-Benz GLA Class 200 CDI,2016
Ford Ecosport 1.5 DV5 MT Titanium,2015
Maruti Swift VDI Windsong Limited edition,2015
Skoda Octavia Elegance 1.8 TSI AT,2017
Hyundai Grand i10 CRDi Asta Option,2014
Hyundai i20 Sportz 1.4 CRDi,2013
Volkswagen Vento 1.5 TDI Highline BSIV,2019
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,2016
Renault KWID AMT RXL,2018
Renault KWID 1.0 RXT Optional,2018
Maruti Wagon R VXI Opt 1.2,2016
Tata Nano XTA,2018
Hyundai Verna 1.6 SX,2014
BMW 3 Series 320d Luxury Line,2010
Volkswagen Passat 2.0 TDI AT Highline,2012
Maruti Wagon R VXI 1.2,2015
Mercedes-Benz E-Class E 220 CDI Avantgarde,2011
Ford Figo Titanium Diesel,2013
Isuzu MUX 2WD,2019
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018
Tata Nexon 1.5 Revotorq XZA Plus,2019
Tata Hexa XE,2017
Jeep Compass 2.0 Limited Option 4X4,2017
Volkswagen Polo 1.0 TSI Highline Plus,2020
Maruti Swift Dzire VXI,2014
Maruti Alto LXi,2010
Ford Figo 1.2P Titanium Opt MT,2016
Maruti Alto LXi,2011
Skoda Rapid 1.6 TDI Elegance,2012
Skoda Rapid 1.5 TDI Elegance Black Package,2015
Tata Safari DICOR 2.2 LX 4x2,2012
Mahindra Scorpio LX BSIV,2011
Maruti Vitara Brezza ZDi,2016
Maruti Celerio X VXI Option BSIV,2017
Hyundai i20 2015-2017 Sportz 1.2,2017
Hyundai Santro Xing GLS,2008
Mahindra Scorpio VLX 2WD BSIV,2011
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017
Lexus ES 300h,2019
Jaguar XF 2.0 Diesel Portfolio,2017
Tata Safari Storme EX,2015
Volvo XC40 D4 Inscription BSIV,2019
Toyota Camry 2.5 Hybrid,2016
Maruti Wagon R LXI,2013
Maruti Baleno Alpha 1.3,2018
Honda Jazz VX,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Maruti Swift AMT VVT VXI,2019
Toyota Etios VX,2017
Maruti Swift AMT ZXI,2018
Hyundai Grand i10 1.2 CRDi Sportz,2017
BMW X4 M Sport X xDrive20d,2019
BMW X4 M Sport X xDrive20d,2019
Honda Amaze V CVT Petrol BSIV,2019
Skoda Rapid 1.6 MPI AT Elegance,2016
Volvo V40 D3 R-Design,2018
Toyota Etios V,2011
Toyota Etios V,2011
Maruti Wagon R LXI BS IV,2014
Chevrolet Sail Hatchback Diesel,2013
Maruti Alto 800 VXI,2015
Tata Indigo eCS VX BSIV,2013
Tata Manza ELAN Quadrajet BS III,2011
Tata Indica GLS BS IV,2007
Maruti Swift VDI BSIV,2006
Hyundai Santro Xing XL,2006
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018
Hyundai i20 1.4 Magna AT,2018
Maruti Alto 800 VXI,2018
Maruti Ertiga SHVS ZDI Plus,2017
Maruti Swift ZDi,2013
Maruti Ertiga VXI,2015
Mahindra Bolero 2011-2019 ZLX,2015
Maruti Wagon R LXI BSIII,2012
Maruti Swift Dzire VDI,2013
Mahindra Scorpio EX,2014
Mahindra Scorpio 2009-2014 EX 2WD 9S,2014
Tata Sumo GX 7 Str BSII,2006
Renault Duster 110PS Diesel RxL,2014
Maruti Swift 1.3 LXI,2007
Maruti Alto LXi,2009
Tata Indigo CS eGLS BS IV,2013
Hyundai Grand i10 Sportz,2014
Datsun GO A Option Petrol,2019
Hyundai Santro Sportz AMT BSIV,2018
Ford EcoSport 1.5 Diesel Titanium BSIV,2018
Mahindra Bolero Power Plus SLE,2017
Mahindra Bolero 2011-2019 ZLX,2013
Maruti Swift Dzire VDI,2018
Hyundai i20 Sportz 1.4 CRDi,2015
Ford Figo 1.5P Titanium AT,2016
Maruti SX4 Vxi BSIV,2011
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017
Maruti Baleno Delta 1.2,2018
Hyundai i20 1.4 Asta,2018
Maruti Wagon R VXI BS IV,2013
Maruti Ciaz 1.4 Alpha,2017
Chevrolet Spark 1.0 LT,2012
Maruti Alto K10 2010-2014 VXI,2011
Maruti Celerio ZXI,2015
Mahindra Thar CRDe,2018
Mahindra Scorpio 1.99 S4,2015
Hyundai EON Era Plus,2015
Tata Manza Aqua Safire,2011
Fiat Punto 1.2 Active,2009
Maruti Swift VXI Optional,2016
Renault Duster 85PS Diesel STD,2017
Renault Duster 85PS Diesel RxL Optional,2013
Maruti Celerio X ZXI BSIV,2019
Maruti Celerio X ZXI BSIV,2019
Tata Indigo LX,2007
Tata Bolt Quadrajet XM,2017
Hyundai Xcent 1.1 CRDi SX Option,2015
Tata Zest Quadrajet 1.3 Anniversary Edition,2015
Hyundai Accent DLS,2003
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2015
Maruti Wagon R VXI Optional,2015
Volkswagen Polo Petrol Comfortline 1.2L,2012
Maruti Swift VDI,2011
Maruti Esteem DI,2003
Tata Sumo CX,2012
Ford EcoSport 1.5 Diesel Titanium BSIV,2019
Honda City i-VTEC CVT ZX,2019
Hyundai Verna 1.6 SX CRDi (O),2014
Ford Figo Diesel LXI,2011
Toyota Innova 2.5 G4 Diesel 7-seater,2011
Hyundai i10 Era,2007
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014
Honda Jazz 1.2 VX i VTEC,2018
Maruti Swift Dzire VDI,2014
Renault Lodgy Stepway 110PS RXZ 7S,2015
Maruti Swift Dzire VXI,2013
Renault KWID RXT Optional,2019
Chevrolet Beat Diesel,2012
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2016
Maruti Swift VDI BSIV,2014
Maruti Swift Dzire VDi,2010
Maruti A-Star Lxi,2010
Hyundai Accent GLE,2005
Maruti Ritz VDi,2013
Maruti Swift VXi BSIV,2006
Honda Amaze E Option i-DTEC,2017
Ford Fiesta EXi 1.4 TDCi Ltd,2011
Maruti Swift Dzire AMT ZDI,2016
Maruti Swift Dzire VDI,2013
Hyundai i20 Asta Option 1.4 CRDi,2016
Maruti Ertiga VDI,2015
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2015
Volkswagen Jetta 2.0L TDI Highline AT,2016
Volkswagen Vento 1.5 TDI Highline AT,2016
Mercedes-Benz M-Class ML 350 4Matic,2011
Toyota Yaris V CVT BSIV,2018
Hyundai EON D Lite,2012
Maruti Swift DDiS VDI,2017
Maruti Ritz VXi,2014
Maruti Alto 800 LXI,2016
Fiat Linea 1.3 Multijet Emotion,2015
Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,2018
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2015
Toyota Etios GD,2014
Hyundai i20 Magna,2010
Hyundai i20 2015-2017 Magna 1.2,2016
Nissan Terrano XV D Premium AMT,2017
Maruti Alto K10 VXI,2015
Honda City 1.5 S Inspire,2010
Maruti Omni LPG STD BSIV,1999
Maruti Vitara Brezza ZDi,2019
Fiat Grande Punto Sport 90BHP,2012
Hyundai i10 Magna LPG,2012
Maruti Ciaz VDI SHVS,2016
Maruti Vitara Brezza ZDi,2017
Maruti Alto 800 LXI,2016
Maruti Ertiga ZDI,2014
Hyundai Santro Xing GLS,2012
Hyundai Santro Xing GLS,2012
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018
Tata Indigo CS eLX BS IV,2011
Maruti SX4 Vxi BSIV,2012
Maruti Swift AMT VXI,2019
Tata Nano XE,2015
Hyundai EON Magna Plus,2016
Tata Zest Revotron 1.2T XM,2015
Mahindra KUV 100 mFALCON G80 K8 5str,2016
Maruti Swift VXI BSIV,2016
Honda City i-DTEC V,2019
Ford Figo 1.5D Trend MT,2015
Maruti Esteem Vxi - BSIII,2005
Honda City i DTEC SV,2014
Toyota Platinum Etios 1.4 GXD,2018
Toyota Innova 2.5 VX 7 STR,2012
Maruti Alto K10 VXI,2017
Maruti 800 Std,2012
Hyundai i10 Sportz 1.1L,2016
Toyota Innova 2.5 V Diesel 8-seater,2006
Toyota Etios GD,2012
Tata New Safari DICOR 2.2 EX 4x2,2009
Maruti Ertiga SHVS VDI,2016
Mahindra Verito 1.5 D4 BSIV,2018
Tata Winger Deluxe - Flat Roof (Non-AC),2010
Honda WR-V i-DTEC S,2017
Hyundai Grand i10 CRDi Magna,2016
Tata Zest Quadrajet 1.3 75PS XM,2016
Skoda Rapid 1.5 TDI Ambition,2015
Toyota Innova 2.5 G4 Diesel 8-seater,2011
Honda WR-V i-DTEC S,2017
Tata New Safari DICOR 2.2 EX 4x2,2015
Tata Indica V2 eLS,2014
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018
Maruti Ertiga VDI,2015
Honda Amaze S i-DTEC,2017
Maruti Wagon R VXI,2002
Mahindra TUV 300 mHAWK100 T8,2017
Toyota Innova Crysta 2.4 ZX MT BSIV,2017
Maruti Swift Dzire VDI,2015
Maruti Ritz VDi,2012
Chevrolet Captiva 2.2 LT,2013
Honda Jazz 1.5 S i DTEC,2017
Maruti Swift Dzire VDI,2015
Maruti Celerio ZXI,2015
Hyundai Verna 1.6 SX,2014
Maruti Ertiga LXI,2015
Hyundai Creta 1.4 CRDi S,2016
Honda City i VTEC V,2015
Maruti Ritz VDi,2011
Skoda Fabia Scout 1.2 TDI,2012
Hyundai Grand i10 CRDi Sportz,2015
Hyundai Grand i10 CRDi Sportz,2016
Maruti Alto K10 2010-2014 VXI,2012
Hyundai EON 1.0 Era Plus,2018
Volkswagen Vento Diesel Highline,2013
Ford Figo Diesel Titanium,2012
Volkswagen Vento Diesel Highline,2011
Honda City i-VTEC VX,2017
Honda City i VTEC V,2017
Tata Sumo Gold EX,2014
Tata Indigo GLX,2005
Maruti Swift Dzire VDI,2016
Tata Indigo LX,2004
Mahindra XUV500 W6 2WD,2016
Mahindra Bolero 2011-2019 ZLX BSIII,2013
Tata New Safari DICOR 2.2 EX 4x2,2008
Maruti 800 Std MPFi,2003
Maruti Swift Dzire 1.2 Lxi BSIV,2009
Maruti Swift Dzire VDI,2019
Mahindra XUV500 AT W6 2WD,2016
Honda Amaze SX i-DTEC,2017
Maruti Swift Dzire ZDi,2011
Maruti Swift VDI,2013
Maruti Swift Dzire LDi,2011
Mahindra XUV500 W8 AWD,2012
Toyota Innova 2.5 GX 7 STR,2010
Maruti Alto LX,2007
Maruti SX4 Zxi BSIII,2009
Toyota Innova 2.5 G2,2006
Mahindra Xylo E4 BS IV,2010
Maruti Swift Dzire VDI,2014
Maruti Vitara Brezza VDi Option,2017
Maruti Ritz LXI,2011
Maruti Vitara Brezza VDi Option,2017
Volkswagen Polo 1.5 TDI Comfortline,2015
Maruti Wagon R LXI BSIII,2011
Maruti Alto 800 VXI,2017
Maruti Alto K10 LXI,2010
Maruti Swift VDI,2018
Maruti Wagon R VXI Optional,2016
Tata Manza Aura Plus Quadrajet BS IV,2011
Maruti Omni MPI STD BSIV,2014
Maruti Alto 800 LXI,2015
Maruti 800 AC,2007
Tata Indica Vista TDI LX,2011
Maruti XL6 Alpha,2019
Tata Manza Aura (ABS) Quadrajet BS IV,2010
Maruti Swift Dzire Tour S CNG,2018
Honda City 1.5 V AT,2010
Force One EX,2018
Mahindra XUV500 W6 2WD,2014
Ford Endeavour 2.5L 4X2,2011
Tata Sumo Gold GX BSIII,2012
Maruti Vitara Brezza ZDi AMT,2018
Maruti Swift Dzire VDi,2010
Maruti Ertiga ZDI,2013
Maruti Swift Dzire ZDi,2008
Hyundai Santro Sportz BSIV,2019
Tata Indica Vista TDI LX,2013
Hyundai i10 Magna,2015
Tata Tiago 1.05 Revotorq XZ WO Alloy,2016
Mahindra Bolero 2011-2019 Plus AC,2013
Tata Safari Storme EX,2014
Honda CR-V 2.4L 4WD,2005
Hyundai i20 Active 1.2 S,2015
Ford Endeavour 2.5L 4X2 MT,2010
Ford EcoSport 1.5 TDCi Titanium BSIV,2015
Mahindra Scorpio 1.99 S4,2016
BMW 3 Series 320d GT Luxury Line,2017
BMW 5 Series 520d Luxury Line,2019
Volkswagen Polo 1.5 TDI Comfortline,2019
Maruti Swift Dzire VDI Optional,2018
Hyundai Grand i10 1.2 CRDi Magna,2016
Tata Harrier XZ Plus,2020
Audi Q3 2.0 TDI Quattro Premium Plus,2016
Hyundai Grand i10 1.2 CRDi Sportz,2017
Jeep Compass 2.0 Limited Plus 4X4,2019
Mahindra XUV500 W8 2WD,2013
Toyota Fortuner 4x4 AT,2017
Mahindra Scorpio 1.99 S10 4WD,2016
Audi A4 35 TDI Premium Plus,2018
Mahindra TUV 300 mHAWK100 T8,2017
Maruti Ciaz Alpha Diesel,2018
Maruti Wagon R VXI,2016
Honda CR-V 2.4L 4WD MT,2008
Maruti Alto 800 VXI BSIV,2015
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018
Maruti Ciaz 1.3 Alpha,2017
Hyundai Verna 1.6 VTVT S,2016
Maruti Alto K10 VXI,2015
Mercedes-Benz E-Class E 250 Elegance,2010
Mahindra TUV 300 T8 AMT,2016
Maruti Ritz VDi,2011
Renault Pulse RxL,2012
Maruti Swift Dzire VDi,2009
Hyundai Verna 1.6 SX,2014
Maruti Swift VDI BSIV,2014
Hyundai i20 Active 1.4 SX Dual Tone,2016
Renault Duster 110PS Diesel RxZ,2012
Tata Indica V2 DLE BSII,2007
Toyota Corolla Altis Diesel D4DG,2010
Toyota Etios Liva GD,2012
Toyota Innova Crysta 2.8 GX AT BSIV,2017
Hyundai Creta 1.6 CRDi SX Plus,2016
Toyota Innova Crysta 2.4 GX MT BSIV,2016
Toyota Fortuner 4x4 MT,2015
Tata Indigo LS,2004
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007
Maruti Swift Dzire VDi,2009
Hyundai Verna Transform CRDi VGT SX ABS,2010
Ambassador Classic 2000 DSZ AC PS,1994
Maruti Ertiga SHVS ZDI,2016
Maruti Ertiga VDI,2013
Skoda Octavia RS 1.8 Turbo Petrol MT,2006
Tata Indica Vista Safire GLX,2014
Mahindra Bolero 2011-2019 SLE,2015
Renault Triber RXZ,2019
Mahindra XUV500 W8 AWD,2014
Maruti Zen D,2002
Mahindra Verito Vibe 1.5 dCi D6,2016
Hyundai i20 Magna 1.2,2016
Tata Safari Storme LX,2018
Tata Safari Storme LX,2018
Maruti Ertiga ZXI,2015
Mahindra Bolero 2011-2019 SLX,2015
Datsun GO T Petrol,2018
Maruti Celerio VXI,2015
Tata Indigo CS LS (TDI) BS III,2012
Maruti Eeco 7 Seater Standard BSIV,2015
Maruti Swift 1.3 VXi,2009
Maruti Wagon R LXI,2008
Datsun RediGO T,2017
Hyundai Xcent 1.1 CRDi Base,2014
Toyota Etios G Safety,2011
Toyota Etios Liva 1.4 GD,2014
Hyundai Verna CRDi 1.6 AT SX Plus,2018
BMW 3 Series 320d Luxury Line Plus,2017
Toyota Innova Crysta 2.8 ZX AT BSIV,2017
Hyundai Santro Magna BSIV,2019
Mahindra Ssangyong Rexton RX7,2013
Renault Koleos 2.0 Diesel,2013
Tata Manza Club Class Quadrajet90 LS,2013
Renault Pulse RxZ Optional,2012
Hyundai Grand i10 Magna AT,2019
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018
Honda Jazz 1.2 V i VTEC,2018
Maruti Swift Dzire VDI,2019
Tata Indigo eCS LX BSIV,2013
Tata Indigo CS LX (TDI) BS-III,2017
Tata Tigor 1.2 Revotron XZA,2017
Toyota Innova 2.5 GX 7 STR,2009
BMW 6 Series GT 630d Luxury Line,2018
Maruti Swift Dzire AMT ZDI Plus,2017
Hyundai i20 Asta Option 1.2,2019
Honda WR-V i-VTEC VX,2017
BMW 3 Series GT Luxury Line,2016
Toyota Innova Crysta 2.4 ZX MT,2016
Honda WR-V i-DTEC VX,2017
Ford EcoSport 1.5 Ti VCT AT Titanium BE BSIV,2015
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017
Honda Brio 1.2 VX MT,2012
Tata Harrier XZ,2019
Mahindra TUV 300 mHAWK100 T8,2018
Ford Endeavour 3.0L 4X4 AT,2015
BMW 6 Series GT 630d Luxury Line,2018
Maruti Ciaz Delta Automatic BSIV,2019
Volkswagen Polo GT TSI,2016
Maruti Swift Dzire ZXI Plus BS IV,2017
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016
Hyundai Verna 1.6 SX CRDi (O),2017
Audi Q5 45 TDI quattro Technology,2015
Tata Bolt Quadrajet XE,2016
Mahindra Bolero 2011-2019 Plus Non AC,2011
Maruti Alto LX BSIII,2009
Tata Hexa XM,2018
Mahindra TUV 300 mHAWK100 T8,2018
Mahindra TUV 300 T6 Plus AMT,2015
Renault KWID 1.0 RXL,2018
Hyundai Elantra S,2016
Hyundai Grand i10 Asta,2015
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018
Honda Jazz 1.2 V AT i VTEC,2015
Jeep Compass 2.0 Longitude Option BSIV,2018
Skoda Rapid 1.6 MPI AT Elegance,2016
Jaguar XF Diesel,2015
Mercedes-Benz CLA 200 CGI Sport,2018
Mercedes-Benz New C-Class C 200 AVANTGARDE,2017
Volkswagen Ameo 1.2 MPI Highline Plus 16,2017
Toyota Innova Crysta 2.4 ZX MT BSIV,2017
Honda City V AT,2017
Toyota Glanza V CVT,2019
Maruti Alto K10 VXI,2011
Maruti Swift VXI,2012
Toyota Innova Crysta 2.8 ZX AT BSIV,2016
Maruti Ciaz S 1.3,2017
Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018
BMW 3 Series 320d Luxury Line,2016
Toyota Innova 2.5 G (Diesel) 8 Seater,2013
Tata Indica V2 DLX BSIII,2016
Maruti Zen LXi - BS III,2004
Hyundai i20 Era 1.2,2015
Honda Amaze S i-Dtech,2013
Maruti Alto LXi,2011
Mahindra Scorpio SLE BSIV,2013
Maruti Alto LXi BSIII,2010
Hyundai Elite i20 Diesel Sportz,2018
Maruti Wagon R VXI BS IV with ABS,2011
Hyundai i10 Sportz,2011
Maruti Wagon R VXI,2004
Chevrolet Spark 1.0,2010
Maruti 800 Std,2004
Honda BRV i-DTEC V MT,2019
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017
Lexus ES 300h,2019
Jaguar XF 2.0 Diesel Portfolio,2017
Tata Safari Storme EX,2015
Volvo XC40 D4 Inscription BSIV,2019
Toyota Camry 2.5 Hybrid,2016
Maruti Wagon R LXI,2013
Maruti Baleno Alpha 1.3,2018
