name,selling_price,km_driven,fuel,mileage,engine,max_power,torque,seats
Hyundai Creta 1.6 CRDi AT SX Plus,1150000,44000,Diesel,17.01 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5
Maruti Alto 800 LXI,350000,5000,Petrol,22.05 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Hyundai Elite i20 Petrol Asta Option,690000,18000,Petrol,18.6 kmpl,1197 CC,81.86 bhp,114.73nm@ 4000rpm,5
Hyundai i20 Asta 1.4 CRDi,535000,80000,Diesel,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Maruti Vitara Brezza ZDi Plus,730000,100000,Diesel,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Hyundai EON Era Plus,280000,19000,Petrol,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Maruti Swift AMT ZXI,650000,33000,Petrol,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Toyota Innova 2.5 GX 7 STR,520000,162000,Diesel,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7
Hyundai Xcent 1.2 VTVT E,360000,65000,Petrol,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Maruti Swift Dzire Vdi BSIV,250000,170000,Diesel,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Volkswagen Ameo 1.5 TDI Trendline,575000,40000,Diesel,21.66 kmpl,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm,5
Tata Indigo CS LS (TDI) BS III,170000,120000,Diesel,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5
Maruti Vitara Brezza LDi Option,711000,53000,Diesel,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Maruti Wagon R VXI BSIII,250000,90000,Petrol,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Maruti Swift Dzire VDI Optional,675000,35000,Diesel,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Wagon R VXI BS IV,325000,50000,Petrol,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Maruti Alto 800 LXI,250000,20000,Petrol,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Maruti Swift AMT ZDI,740000,38000,Diesel,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Honda Amaze S i-VTEC,690000,1303,Petrol,17.8 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5
Audi Q5 35TDI Premium Plus,3975000,31800,Diesel,17.01 kmpl,1968 CC,188 bhp,400nm@ 1750-3000rpm,5
Lexus ES 300h,5150000,20000,Petrol,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Jeep Wrangler 2016-2019 3.6 4X4,4100000,17000,Petrol,9.5 kmpl,3604 CC,280 bhp,347Nm@ 4300rpm,5
Land Rover Discovery Sport TD4 SE,4500000,21000,Diesel,12.83 kmpl,1999 CC,148.31 bhp,382nm@ 1750-2250rpm,7
BMW 5 Series 520d Sport Line,3790000,29500,Diesel,22.48 kmpl,1995 CC,187.74 bhp,400Nm@ 1750-2500rpm,5
Honda CR-V 2.4L 4WD AT AVN,1750000,73000,Petrol,12.0 kmpl,2354 CC,187.4 bhp,226Nm@ 4400rpm,5
Skoda Superb LK 1.8 TSI AT,1864999,50000,Petrol,14.67 kmpl,1798 CC,177.46 bhp,250@ 1250-5000rpm,5
Maruti Ciaz 1.3 Alpha,800000,28050,Diesel,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Honda CR-V 2.4L 4WD AT AVN,1825000,58000,Petrol,12.0 kmpl,2354 CC,187.4 bhp,226Nm@ 4400rpm,5
Tata Hexa XTA,1295000,58000,Diesel,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7
Renault Duster 85PS Diesel RxZ,425000,69000,Diesel,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm,5
Mercedes-Benz GL-Class 350 CDI Luxury,4090000,70000,Diesel,12.0 kmpl,2987 CC,224 bhp,510Nm@ 1600-2800rpm,7
Hyundai Creta 1.6 SX Automatic Diesel,910000,40000,Diesel,17.6 kmpl,1582 CC,126.2 bhp,259.87NM@ 1500-3000rpm,5
Toyota Corolla Altis 1.8 G CVT,625000,39000,Petrol,14.28 kmpl,1798 CC,138.03 bhp,173Nm@ 4000rpm,5
Volvo XC40 D4 R-Design,3400000,22000,Diesel,18.0 kmpl,1969 CC,190 bhp,400Nm,5
Maruti Ciaz ZDi,535000,40000,Diesel,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Mahindra Bolero 2011-2019 SLX,325000,142000,Diesel,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Maruti Swift VXI Deca,500000,22947,Petrol,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai i10 Sportz,300000,30000,Petrol,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Hyundai EON D Lite Plus,270000,7672,Petrol,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Maruti Alto LXi,160000,36659,Petrol,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Omni E MPI STD BS IV,210000,60000,Petrol,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8
Mahindra XUV500 W4,850000,120000,Diesel,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Mahindra XUV500 W4,880000,120000,Diesel,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Maruti Zen Estilo Sports,150000,39000,Petrol,16.9 kmpl,1061 CC,64.9 bhp,"8.6@ 3,500(kgm@ rpm)",5
Mahindra TUV 300 T8 AMT,775000,45000,Diesel,18.49 kmpl,1493 CC,100 bhp,230Nm@ 1500-2250rpm,7
Maruti Alto LXi,160000,70000,Petrol,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Ford Figo Diesel EXI,220000,100000,Diesel,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Hyundai i20 1.4 Asta Option,670000,48000,Diesel,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Hyundai i20 1.4 Sportz,780000,35000,Diesel,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Maruti Baleno Sigma 1.2,515000,23000,Petrol,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
Hyundai i20 2015-2017 Asta 1.4 CRDi,800000,14000,Diesel,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Hyundai i20 2015-2017 Asta 1.4 CRDi,800000,14000,Diesel,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Mahindra XUV500 W8 2WD,850000,60000,Diesel,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Hyundai EON Era Plus,200000,60000,Petrol,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Skoda Fabia 1.4 TDI Ambiente,140000,150000,Diesel,19.4 kmpl,1422 CC,70 bhp,155 Nm at 1600-2800 rpm,5
Hyundai Verna 1.6 VTVT AT SX,800000,80000,Petrol,17.01 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5
Maruti Alto K10 2010-2014 VXI,250000,35000,Petrol,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,800000,44500,Diesel,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Maruti Ciaz ZDi Plus,600000,60000,Diesel,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Renault Fluence Diesel E4,250000,120000,Diesel,21.8 kmpl,1461 CC,78 bhp,240Nm@ 2000rpm,5
Honda Amaze S i-DTEC,500000,80000,Diesel,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Maruti Gypsy King Soft Top MPI BSIV,750000,9900,Petrol,11.96 kmpl,1298 CC,80 bhp,103Nm@ 4500rpm,8
Maruti Swift ZDi,650000,68000,Diesel,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Toyota Etios Liva G,350000,40000,Petrol,,,,,
Honda BRV i-DTEC V MT,950000,60000,Diesel,21.9 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,580000,110000,Diesel,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,10
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,640000,10000,Petrol,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Mahindra Scorpio VLX 2WD AT BSIII,800000,80000,Diesel,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Maruti A-Star Vxi,347000,30000,Petrol,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5
Mahindra XUV500 W8 2WD,1000000,120000,Diesel,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Hyundai EON Sportz,300000,35000,Petrol,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Tata Tigor 1.2 Revotron XZ,493000,40000,Petrol,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
Hyundai Grand i10 Magna,370000,60000,Petrol,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Maruti Swift Dzire ZDi,250000,90000,Diesel,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Datsun RediGO 1.0 T Option,300000,20000,Petrol,22.5 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5
Renault KWID Climber 1.0 AMT,450000,40000,Petrol,24.04 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5
Ford Figo Diesel Titanium,185000,124316,Diesel,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Mahindra XUV300 W8 Option Dual Tone Diesel BSIV,1225000,6544,Diesel,20.0 kmpl,1497 CC,115 bhp,300Nm@ 1500-2500rpm,5
Toyota Innova 2.5 GX (Diesel) 8 Seater,1000000,50000,Diesel,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8
Hyundai i20 Magna 1.2,600000,10000,Petrol,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Mahindra XUV500 W7 BSIV,1100000,50000,Diesel,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7
Hyundai Grand i10 SportZ Edition,360000,30000,Petrol,18.9 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5
Maruti Swift Dzire VXi,285000,69000,Petrol,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5
Mahindra KUV 100 mFALCON D75 K8,350000,49600,Diesel,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6
Hyundai i10 Era,130000,30000,Petrol,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
Chevrolet Enjoy 1.3 TCDi LTZ 8,500000,198000,Diesel,18.2 kmpl,1248 CC,73.74 bhp,172.5Nm@ 1750rpm,8
Hyundai i20 Asta (o),350000,80000,Petrol,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5
Maruti Baleno Delta Automatic,685000,19000,Petrol,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
Maruti Eeco CNG 5 Seater AC BSIV,399000,5000,CNG,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5
Hyundai Grand i10 1.2 Kappa Magna BSIV,525000,10000,Petrol,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Maruti Ertiga BSIV VXI,765000,40000,Petrol,17.5 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,7
Maruti Swift VDI,450000,97000,Diesel,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Tata Estate Std,78000,80000,Diesel,,,,,
Nissan Micra Active XV,390000,30000,Petrol,19.69 kmpl,1198 CC,67.04 bhp,104Nm@ 4000rpm,5
Maruti Ertiga SHVS ZDI Plus,940000,120000,Diesel,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7
Renault Duster 110PS Diesel RxZ,650000,120000,Diesel,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5
Ford Figo Diesel Titanium,320000,103994,Diesel,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Toyota Corolla AE,145000,70000,Petrol,13.4 kmpl,1794 CC,125 bhp,"16.1@ 4,200(kgm@ rpm)",5
Ford Figo Aspire 1.5 TDCi Titanium,670000,70000,Diesel,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5
Maruti SX4 ZDI Leather,350000,115000,Diesel,21.5 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,5
Tata Indica Vista Quadrajet VX,285000,178000,Diesel,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5
Maruti Zen Estilo LX BSIV,300000,40000,Petrol,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Ford Figo Diesel EXI,300000,80000,Diesel,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Audi Q7 3.0 TDI Quattro,810000,98000,Diesel,12.07 kmpl,2967 CC,241.4 bhp,550Nm@ 1750-2750rpm,7
Tata Indica V2 DLS TC,90000,118000,Diesel,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5
Maruti Alto LX,100000,100000,Petrol,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Tata Indica V2 2001-2011 DLS BSIII,90000,120000,Diesel,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5
Mahindra Scorpio Gateway 2WD,459999,120000,Diesel,13.5 kmpl,2609 CC,115 bhp,277.5Nm@ 1700-2200rpm,5
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,525000,217000,Diesel,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
Maruti Wagon R AX BSIV,250000,65000,Petrol,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Hyundai i10 Asta,300000,41000,Petrol,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Maruti Swift ZXI ABS,130000,120000,Petrol,16.1 kmpl,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)",5
Maruti Alto K10 LXI,199000,70000,Petrol,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Renault Duster 85PS Diesel RxL Optional,545000,90000,Diesel,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5
Maruti Ertiga ZDI,570000,80000,Diesel,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7
Honda City 2017-2020 VTEC,150000,120000,Petrol,16.9 kmpl,1497 CC,100 bhp,"13.5@ 4,800(kgm@ rpm)",5
Maruti Alto STD,114999,100000,Petrol,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Tata Tigor 1.2 Revotron XT,450000,35000,Petrol,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
Renault Triber RXT BSIV,600000,5000,Petrol,20.0 kmpl,999 CC,72 bhp,96Nm@ 3500rpm,7
Maruti Vitara Brezza VDi Option,610000,110000,Diesel,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Hyundai i20 1.2 Asta Option,690000,20000,Petrol,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Tata Nexon 1.2 Revotron XZ Plus,790000,15000,Petrol,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5
Maruti Alto K10 2010-2014 VXI,254999,40000,Petrol,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Honda Jazz 1.2 V i VTEC,500000,41000,Petrol,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Mahindra Bolero SLX,340000,100000,Diesel,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
Mahindra Bolero SLX,245000,110000,Diesel,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
Ford Fiesta Classic 1.4 Duratorq CLXI,340000,120000,Diesel,17.8 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm,5
Maruti Wagon R LXI,221000,35008,Petrol,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Datsun RediGO T,270000,31100,Petrol,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5
Hyundai Xcent 1.1 CRDi Base,455000,42312,Diesel,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5
Toyota Etios G Safety,300000,72000,Petrol,17.6 kmpl,1496 CC,88.7 bhp,132Nm@ 3000rpm,5
Toyota Etios Liva 1.4 GD,480000,54891,Diesel,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5
Hyundai Verna CRDi 1.6 AT SX Plus,1000000,30000,Diesel,22.0 kmpl,1582 CC,126.2 bhp,259.87nm@ 1500-3000rpm,5
BMW 3 Series 320d Luxury Line Plus,2600000,44000,Diesel,22.69 kmpl,1995 CC,190 bhp,400Nm@ 1750-2750rpm,5
Toyota Innova Crysta 2.8 ZX AT BSIV,1850000,18890,Diesel,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7
Renault Koleos 2.0 Diesel,1000000,75010,Diesel,13.73 kmpl,1995 CC,148 bhp,320Nm@ 2000rpm,5
Renault Pulse RxZ Optional,245000,100000,Diesel,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm,5
Hyundai Grand i10 Magna AT,625000,4337,Petrol,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Volkswagen Polo 2015-2019 1.0 MPI Trendline,560000,14495,Petrol,18.78 kmpl,999 CC,75 bhp,95Nm@ 3000-4300rpm,5
Mahindra XUV500 W9 BSIV,1475000,24000,Diesel,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7
Toyota Corolla Altis Diesel D4DG,425000,83585,Diesel,21.43 kmpl,1364 CC,87.2 bhp,205Nm@ 1800-2800rpm,5
Volkswagen Polo GT TSI,550000,31000,Petrol,17.21 kmpl,1197 CC,103.6 bhp,175Nm@ 1500-4100rpm,5
Toyota Innova Crysta 2.4 GX MT BSIV,1475000,100000,Diesel,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7
Renault Duster 85PS Diesel RxL,750000,48406,Diesel,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm,5
Hyundai i20 Era 1.4 CRDi,570000,56239,Diesel,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Maruti Baleno Delta 1.2,585000,33243,Petrol,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
Honda Jazz 1.2 S AT i VTEC,600000,26000,Petrol,19.0 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Toyota Etios GD,415000,90000,Diesel,,,,,
Hyundai i20 Active 1.2 SX with AVN,530000,120000,Petrol,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5
Hyundai i20 Asta Option 1.2,540000,38000,Petrol,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Hyundai EON Era Plus,180000,60000,Petrol,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Maruti Swift Dzire VXI,450000,30000,Petrol,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
Chevrolet Beat LT,200000,50000,Petrol,18.6 kmpl,1199 CC,76.8 bhp,106.5Nm@ 4400rpm,5
Tata Tiago 1.2 Revotron XZ,425000,42000,Petrol,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
Chevrolet Sail 1.2 LS ABS,400000,30000,Petrol,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5
Ford Ikon 1.3 Flair,150000,15858,Petrol,13.8 kmpl,1299 CC,70 bhp,"10.7@ 2,500(kgm@ rpm)",5
Maruti Alto 800 LXI,310000,15000,Petrol,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,500000,50000,Diesel,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,9
Chevrolet Beat Diesel,200000,60000,Diesel,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5
Renault Lodgy 85PS RxE 7 Seater,900000,35000,Diesel,21.04 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,7
Ambassador CLASSIC 1500 DSL AC,75000,90000,Diesel,12.8 kmpl,1489 CC,35.5 bhp,72.9Nm@ 2250rpm,5
Maruti Swift LXI Optional-O,400000,50000,Petrol,20.4 kmpl,1197 CC,83.11 bhp,113Nm@ 4200rpm,5
Honda Mobilio RS i DTEC,650000,110000,Diesel,24.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7
Maruti Swift VDI,480000,87847,Diesel,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Alto LXi,140000,35000,Petrol,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Swift VXI 2018,550000,5000,Petrol,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Wagon R AMT VXI,380000,29000,Petrol,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5
Tata Indigo CS LS (TDI) BS-III,440000,20000,Diesel,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5
Maruti Swift Dzire VXI 1.2,630000,15000,Petrol,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Renault KWID RXL,250000,40000,Petrol,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Maruti Alto LX,120000,17000,Petrol,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Tata Manza Aura Quadrajet BS IV,287000,120000,Diesel,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5
Maruti Baleno Delta 1.2,550000,45000,Petrol,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
Mahindra Scorpio 1.99 S10 4WD,950000,60000,Diesel,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7
Tata Harrier XZ Dark Edition BSIV,1630000,25000,Diesel,17.0 kmpl,1956 CC,138.1 bhp,350Nm@ 1750-2500rpm,5
Ford Fiesta 1.5 TDCi Trend,501000,80000,Diesel,25.01 kmpl,1498 CC,89.75 bhp,204Nm@ 2000-2750rpm,5
Mahindra Bolero 2011-2019 ZLX BSIII,550000,70000,Diesel,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Maruti Alto 800 LXI,300000,25000,Petrol,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Maruti Wagon R VXI BS IV,300000,50000,Petrol,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Toyota Etios Liva GD,280000,100000,Diesel,,,,,
Ford Figo 1.5P Titanium AT,416000,40000,Petrol,17.01 kmpl,1499 CC,110.4 bhp,136Nm@ 4250rpm,5
Maruti Omni E MPI STD BS IV,260000,30000,Petrol,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8
Chevrolet Sail 1.2 LS ABS,550000,15000,Petrol,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5
Mahindra XUV500 W8 2WD,700000,100000,Diesel,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Tata Indigo CS eGLX BS IV,181000,70000,Petrol,15.64 kmpl,1193 CC,64.1 bhp,100Nm@ 2700rpm,5
Mahindra Scorpio VLS AT 2.2 mHAWK,365000,110000,Diesel,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Hyundai Santro Xing XO eRLX Euro II,150000,9558,Petrol,,,,,
Maruti Alto K10 VXI AGS Optional,400000,10000,Petrol,23.95 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Hyundai i10 Sportz,210000,110000,Petrol,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Hyundai Verna 1.6 SX,500000,87000,Diesel,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,9000,Diesel,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Lexus ES 300h,5150000,20000,Petrol,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Tata Safari Storme EX,503000,110000,Diesel,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,18.0 kmpl,1969 CC,190 bhp,400Nm,5
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5
Maruti Wagon R LXI,225000,58343,Petrol,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Maruti Baleno Alpha 1.3,740000,38817,Diesel,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Honda Jazz VX,550000,56494,Petrol,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
Maruti Swift AMT VVT VXI,650000,5621,Petrol,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Toyota Etios VX,625000,25538,Petrol,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5
Maruti Swift AMT ZXI,600000,69779,Petrol,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5
